Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1128299,7/26/23,West,Hawaii,Honolulu,Men's Athletic Footwear,$72.00 ,156,"$11,232 ","$3,482 ",31%,Online
Foot Locker,1185732,7/26/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,250,"$150,000 ","$52,500 ",35%,Outlet
Sports Direct,1185732,7/26/23,Midwest,South Dakota,Sioux Falls,Women's Apparel,$55.00 ,70,"$3,850 ","$2,118 ",55%,Online
West Gear,1185732,7/26/23,West,Utah,Salt Lake City,Men's Athletic Footwear,$22.00 ,105,"$2,310 ",$924 ,40%,Outlet
Sports Direct,1197831,7/26/23,South,Tennessee,Knoxville,Women's Athletic Footwear,$38.00 ,98,"$3,724 ","$2,607 ",70%,Online
Amazon,1185732,7/27/23,Midwest,Ohio,Columbus,Men's Street Footwear,$30.00 ,770,"$231,000 ","$92,400 ",40%,Online
Amazon,1185732,7/27/23,Northeast,Vermont,Burlington,Women's Apparel,$59.00 ,78,"$4,602 ","$2,531 ",55%,Online
Foot Locker,1185732,7/27/23,South,Mississippi,Jackson,Men's Apparel,$34.00 ,132,"$4,488 ","$1,795 ",40%,Outlet
Amazon,1185732,7/27/23,Northeast,Maine,Portland,Women's Athletic Footwear,$55.00 ,175,"$96,250 ","$28,875 ",30%,Outlet
Kohl's,1185732,7/27/23,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$55.00 ,325,"$178,750 ","$62,563 ",35%,In-store
West Gear,1185732,7/27/23,West,Utah,Salt Lake City,Men's Apparel,$38.00 ,112,"$4,256 ","$2,128 ",50%,Online
Foot Locker,1185732,7/27/23,Northeast,Rhode Island,Providence,Men's Street Footwear,$46.00 ,167,"$7,682 ","$3,457 ",45%,Online
West Gear,1128299,7/27/23,West,California,San Francisco,Men's Apparel,$43.00 ,245,"$10,535 ","$5,478 ",52%,Outlet
Sports Direct,1197831,7/27/23,West,Idaho,Boise,Men's Street Footwear,$30.00 ,201,"$6,030 ","$2,774 ",46%,Outlet
Kohl's,1128299,7/27/23,West,New Mexico,Albuquerque,Men's Street Footwear,$44.00 ,165,"$7,260 ","$3,630 ",50%,Online
Kohl's,1197831,7/27/23,Midwest,Kansas,Wichita,Men's Apparel,$35.00 ,150,"$52,500 ","$18,375 ",35%,Online
West Gear,1128299,7/27/23,South,Louisiana,New Orleans,Men's Street Footwear,$32.00 ,176,"$5,632 ","$2,422 ",43%,Outlet
West Gear,1185732,7/27/23,West,Utah,Salt Lake City,Women's Apparel,$24.00 ,131,"$3,144 ","$1,949 ",62%,Online
Amazon,1185732,7/27/23,West,Alaska,Anchorage,Women's Street Footwear,$45.00 ,275,"$123,750 ","$30,938 ",25%,Outlet
Sports Direct,1197831,7/27/23,South,Tennessee,Knoxville,Men's Apparel,$49.00 ,133,"$6,517 ","$3,454 ",53%,Online
Walmart,1128299,7/27/23,West,Hawaii,Honolulu,Women's Street Footwear,$64.00 ,105,"$6,720 ","$2,621 ",39%,Online
Foot Locker,1185732,7/27/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$55.00 ,69,"$3,795 ","$1,708 ",45%,Online
Amazon,1185732,7/27/23,Northeast,Vermont,Burlington,Men's Apparel,$70.00 ,325,"$227,500 ","$79,625 ",35%,In-store
Foot Locker,1185732,7/27/23,Midwest,Iowa,Des Moines,Women's Street Footwear,$34.00 ,39,"$1,326 ",$544 ,41%,Online
Amazon,1185732,7/27/23,Northeast,Vermont,Burlington,Men's Apparel,$54.00 ,94,"$5,076 ","$2,386 ",47%,Online
Foot Locker,1185732,7/27/23,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$50.00 ,150,"$75,000 ","$26,250 ",35%,In-store
Foot Locker,1185732,7/27/23,South,Mississippi,Jackson,Men's Athletic Footwear,$28.00 ,140,"$3,920 ","$1,607 ",41%,Outlet
Amazon,1185732,7/27/23,West,Alaska,Anchorage,Women's Athletic Footwear,$55.00 ,250,"$137,500 ","$34,375 ",25%,Outlet
Kohl's,1189833,7/27/23,Midwest,Montana,Billings,Men's Apparel,$45.00 ,475,"$213,750 ","$128,250 ",60%,Outlet
Foot Locker,1128299,7/28/23,West,Alaska,Anchorage,Men's Athletic Footwear,$45.00 ,375,"$168,750 ","$33,750 ",20%,Outlet
Amazon,1185732,7/28/23,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$53.00 ,56,"$2,968 ","$1,247 ",42%,Online
Foot Locker,1185732,7/28/23,West,Wyoming,Cheyenne,Women's Street Footwear,$45.00 ,550,"$247,500 ","$86,625 ",35%,In-store
Foot Locker,1128299,7/28/23,West,Idaho,Boise,Women's Street Footwear,$31.00 ,145,"$4,495 ","$1,753 ",39%,Outlet
Foot Locker,1185732,7/28/23,Southeast,Georgia,Atlanta,Men's Apparel,$50.00 ,725,"$362,500 ","$126,875 ",35%,Online
Foot Locker,1185732,7/28/23,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$50.00 ,750,"$375,000 ","$112,500 ",30%,Online
Amazon,1185732,7/28/23,Northeast,Vermont,Burlington,Women's Athletic Footwear,$55.00 ,75,"$4,125 ","$2,063 ",50%,Online
West Gear,1128299,7/28/23,West,California,San Francisco,Women's Street Footwear,$55.00 ,775,"$426,250 ","$127,875 ",30%,Outlet
West Gear,1197831,7/28/23,South,Arkansas,Little Rock,Men's Street Footwear,$24.00 ,169,"$4,056 ","$2,109 ",52%,Online
Foot Locker,1128299,7/28/23,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,375,"$168,750 ","$59,063 ",35%,Online
Sports Direct,1128299,7/28/23,West,Hawaii,Honolulu,Women's Apparel,$49.00 ,124,"$6,076 ","$3,585 ",59%,Online
Foot Locker,1185732,7/28/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$47.00 ,85,"$3,995 ","$1,638 ",41%,Outlet
Foot Locker,1185732,7/28/23,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$32.00 ,113,"$3,616 ","$1,736 ",48%,Online
Sports Direct,1185732,7/28/23,Midwest,Michigan,Detroit,Men's Apparel,$45.00 ,375,"$168,750 ","$67,500 ",40%,In-store
West Gear,1128299,7/28/23,South,Louisiana,New Orleans,Men's Street Footwear,$46.00 ,272,"$12,512 ","$5,756 ",46%,Outlet
Walmart,1128299,7/28/23,Southeast,Florida,Orlando,Women's Athletic Footwear,$66.00 ,196,"$12,936 ","$4,786 ",37%,Outlet
Sports Direct,1185732,7/28/23,South,Mississippi,Jackson,Men's Apparel,$59.00 ,132,"$7,788 ","$3,115 ",40%,Outlet
Walmart,1128299,7/28/23,Southeast,Florida,Orlando,Women's Street Footwear,$78.00 ,189,"$14,742 ","$6,339 ",43%,Online
Walmart,1197831,7/28/23,South,Arkansas,Little Rock,Women's Street Footwear,$15.00 ,350,"$52,500 ","$21,000 ",40%,Online
Walmart,1128299,7/28/23,Southeast,Florida,Orlando,Men's Athletic Footwear,$65.00 ,500,"$325,000 ","$81,250 ",25%,In-store
Foot Locker,1185732,7/28/23,Northeast,Maryland,Baltimore,Women's Street Footwear,$30.00 ,325,"$97,500 ","$39,000 ",40%,In-store
West Gear,1185732,7/28/23,Midwest,Indiana,Indianapolis,Women's Street Footwear,$32.00 ,81,"$2,592 ","$1,244 ",48%,Online
West Gear,1128299,7/28/23,West,Oregon,Portland,Women's Street Footwear,$42.00 ,128,"$5,376 ","$2,688 ",50%,Online
Kohl's,1128299,7/28/23,West,New Mexico,Albuquerque,Women's Street Footwear,$55.00 ,116,"$6,380 ","$3,190 ",50%,Online
Amazon,1185732,7/28/23,Northeast,Vermont,Burlington,Men's Athletic Footwear,$41.00 ,132,"$5,412 ","$2,760 ",51%,Outlet
Sports Direct,1197831,7/29/23,South,Tennessee,Knoxville,Men's Athletic Footwear,$23.00 ,219,"$5,037 ","$1,964 ",39%,Outlet
Sports Direct,1185732,7/29/23,Midwest,North Dakota,Fargo,Women's Apparel,$25.00 ,275,"$68,750 ","$27,500 ",40%,Online
West Gear,1128299,7/29/23,West,California,San Francisco,Women's Street Footwear,$44.00 ,256,"$11,264 ","$3,717 ",33%,Outlet
Foot Locker,1128299,7/29/23,Southeast,Virginia,Richmond,Women's Apparel,$59.00 ,102,"$6,018 ","$2,648 ",44%,Online
Amazon,1185732,7/29/23,Northeast,Vermont,Burlington,Men's Athletic Footwear,$45.00 ,225,"$101,250 ","$45,563 ",45%,In-store
Foot Locker,1185732,7/29/23,Midwest,Illinois,Chicago,Women's Street Footwear,$35.00 ,225,"$78,750 ","$27,563 ",35%,Outlet
Foot Locker,1185732,7/29/23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$38.00 ,38,"$1,444 ",$664 ,46%,Online
Kohl's,1189833,7/29/23,West,California,Los Angeles,Men's Athletic Footwear,$41.00 ,264,"$10,824 ","$3,355 ",31%,Outlet
Sports Direct,1185732,7/29/23,Midwest,Michigan,Detroit,Men's Apparel,$45.00 ,375,"$168,750 ","$67,500 ",40%,In-store
Sports Direct,1197831,7/29/23,South,Alabama,Birmingham,Men's Athletic Footwear,$20.00 ,625,"$125,000 ","$62,500 ",50%,Outlet
Sports Direct,1197831,7/29/23,South,Texas,Dallas,Women's Apparel,$35.00 ,500,"$175,000 ","$78,750 ",45%,Outlet
West Gear,1185732,7/29/23,Midwest,Wisconsin,Milwaukee,Men's Apparel,$60.00 ,250,"$150,000 ","$75,000 ",50%,In-store
Foot Locker,1197831,7/29/23,West,Idaho,Boise,Men's Apparel,$43.00 ,147,"$6,321 ","$2,592 ",41%,Outlet
Foot Locker,1185732,7/29/23,Northeast,Rhode Island,Providence,Men's Apparel,$50.00 ,175,"$87,500 ","$26,250 ",30%,In-store
West Gear,1185732,7/29/23,Northeast,West Virginia,Charleston,Women's Apparel,$47.00 ,94,"$4,418 ","$2,253 ",51%,Online
Sports Direct,1185732,7/29/23,Southeast,North Carolina,Charlotte,Men's Street Footwear,$60.00 ,294,"$17,640 ","$8,820 ",50%,Online
Sports Direct,1197831,7/29/23,South,Alabama,Birmingham,Women's Street Footwear,$32.00 ,128,"$4,096 ","$2,130 ",52%,Online
Sports Direct,1185732,7/29/23,Midwest,North Dakota,Fargo,Women's Street Footwear,$39.00 ,39,"$1,521 ",$669 ,44%,Online
Foot Locker,1185732,7/29/23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$30.00 ,125,"$37,500 ","$15,000 ",40%,Outlet
Sports Direct,1185732,7/29/23,Midwest,Michigan,Detroit,Men's Apparel,$59.00 ,126,"$7,434 ","$4,089 ",55%,Online
West Gear,1185732,7/29/23,Northeast,New York,Albany,Men's Apparel,$62.00 ,168,"$10,416 ","$4,791 ",46%,Online
Foot Locker,1185732,7/29/23,Northeast,Maryland,Baltimore,Men's Apparel,$49.00 ,59,"$2,891 ","$1,214 ",42%,Online
Amazon,1185732,7/29/23,Northeast,New Hampshire,Manchester,Men's Street Footwear,$44.00 ,216,"$9,504 ","$4,372 ",46%,Outlet
West Gear,1197831,7/29/23,South,Arkansas,Little Rock,Women's Apparel,$75.00 ,450,"$337,500 ","$135,000 ",40%,Online
Foot Locker,1185732,7/29/23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$30.00 ,150,"$45,000 ","$18,000 ",40%,Outlet
Sports Direct,1197831,7/30/23,South,Alabama,Birmingham,Women's Street Footwear,$65.00 ,700,"$455,000 ","$227,500 ",50%,Outlet
Amazon,1185732,7/30/23,Northeast,Vermont,Burlington,Men's Apparel,$36.00 ,68,"$2,448 ",$955 ,39%,Outlet
Foot Locker,1197831,7/30/23,Midwest,Kansas,Wichita,Men's Athletic Footwear,$59.00 ,120,"$7,080 ","$3,540 ",50%,Online
Foot Locker,1185732,7/30/23,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$40.00 ,53,"$2,120 ",$954 ,45%,Outlet
Walmart,1128299,7/30/23,Southeast,Florida,Orlando,Women's Apparel,$75.00 ,195,"$14,625 ","$6,874 ",47%,Outlet
Sports Direct,1185732,7/30/23,Northeast,Connecticut,Hartford,Men's Street Footwear,$40.00 ,520,"$208,000 ","$83,200 ",40%,In-store
Foot Locker,1185732,7/30/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$45.00 ,99,"$4,455 ","$1,737 ",39%,Outlet
Sports Direct,1197831,7/30/23,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,775,"$232,500 ","$81,375 ",35%,Outlet
Sports Direct,1197831,7/30/23,South,Tennessee,Knoxville,Women's Street Footwear,$32.00 ,122,"$3,904 ","$1,874 ",48%,Online
Sports Direct,1197831,7/30/23,South,Tennessee,Knoxville,Men's Street Footwear,$24.00 ,169,"$4,056 ","$2,028 ",50%,Online
Amazon,1185732,7/30/23,Southeast,Kentucky,Louisville,Women's Apparel,$55.00 ,375,"$206,250 ","$82,500 ",40%,Online
West Gear,1185732,7/30/23,West,Utah,Salt Lake City,Women's Street Footwear,$20.00 ,400,"$80,000 ","$28,000 ",35%,In-store
Foot Locker,1185732,7/30/23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$44.00 ,79,"$3,476 ","$1,529 ",44%,Outlet
Sports Direct,1197831,7/30/23,South,Alabama,Birmingham,Men's Apparel,$49.00 ,145,"$7,105 ","$3,908 ",55%,Online
Amazon,1185732,7/30/23,Northeast,New Hampshire,Manchester,Men's Street Footwear,$65.00 ,675,"$438,750 ","$175,500 ",40%,Outlet
Foot Locker,1185732,7/30/23,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$60.00 ,900,"$540,000 ","$189,000 ",35%,Online
West Gear,1185732,7/30/23,Midwest,Ohio,Columbus,Women's Apparel,$80.00 ,625,"$500,000 ","$250,000 ",50%,Online
Foot Locker,1185732,7/30/23,Midwest,Kansas,Wichita,Women's Street Footwear,$27.00 ,83,"$2,241 ",$986 ,44%,Online
Kohl's,1185732,7/30/23,West,Wyoming,Cheyenne,Women's Apparel,$60.00 ,575,"$345,000 ","$86,250 ",25%,In-store
Amazon,1185732,7/30/23,Southeast,Kentucky,Louisville,Women's Street Footwear,$41.00 ,57,"$2,337 ","$1,192 ",51%,Online
Kohl's,1185732,7/30/23,Northeast,New York,Albany,Women's Street Footwear,$55.00 ,625,"$343,750 ","$85,938 ",25%,In-store
Foot Locker,1185732,7/30/23,Northeast,Rhode Island,Providence,Women's Apparel,$38.00 ,96,"$3,648 ","$1,715 ",47%,Outlet
Foot Locker,1185732,7/30/23,South,Mississippi,Jackson,Women's Apparel,$22.00 ,147,"$3,234 ","$1,714 ",53%,Outlet
Amazon,1185732,7/30/23,Northeast,Maine,Portland,Women's Apparel,$60.00 ,375,"$225,000 ","$90,000 ",40%,Outlet
Sports Direct,1197831,7/31/23,West,Idaho,Boise,Men's Apparel,$41.00 ,149,"$6,109 ","$2,321 ",38%,Outlet
Foot Locker,1197831,7/31/23,South,Louisiana,New Orleans,Women's Athletic Footwear,$33.00 ,133,"$4,389 ","$2,326 ",53%,Online
Foot Locker,1185732,7/31/23,Midwest,Nebraska,Omaha,Men's Apparel,$45.00 ,25,"$11,250 ","$3,938 ",35%,Outlet
Foot Locker,1185732,7/31/23,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$11,813 ",35%,Outlet
Foot Locker,1185732,7/31/23,South,Mississippi,Jackson,Women's Apparel,$51.00 ,219,"$11,169 ","$5,920 ",53%,Outlet
Sports Direct,1185732,7/31/23,Southeast,North Carolina,Charlotte,Men's Apparel,$45.00 ,525,"$236,250 ","$82,688 ",35%,Online
West Gear,1185732,7/31/23,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$25.00 ,200,"$50,000 ","$20,000 ",40%,In-store
West Gear,1185732,7/31/23,Southeast,Florida,Orlando,Men's Athletic Footwear,$42.00 ,138,"$5,796 ","$2,840 ",49%,Online
Sports Direct,1185732,7/31/23,Midwest,Michigan,Detroit,Women's Athletic Footwear,$34.00 ,142,"$4,828 ","$2,173 ",45%,Online
Amazon,1185732,7/31/23,Northeast,Maine,Portland,Women's Street Footwear,$45.00 ,225,"$101,250 ","$40,500 ",40%,Outlet
Foot Locker,1185732,7/31/23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,65,"$3,575 ","$1,895 ",53%,Online
West Gear,1185732,7/31/23,West,Utah,Salt Lake City,Women's Apparel,$32.00 ,190,"$6,080 ","$3,283 ",54%,Outlet
West Gear,1197831,7/31/23,South,Arkansas,Little Rock,Women's Apparel,$75.00 ,500,"$375,000 ","$150,000 ",40%,Online
West Gear,1128299,7/31/23,South,Louisiana,New Orleans,Women's Street Footwear,$40.00 ,525,"$210,000 ","$84,000 ",40%,Online
Amazon,1185732,7/31/23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,$40.00 ,275,"$110,000 ","$38,500 ",35%,Online
Foot Locker,1185732,7/31/23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$48.00 ,80,"$3,840 ","$1,536 ",40%,Online
Kohl's,1128299,7/31/23,West,New Mexico,Albuquerque,Men's Athletic Footwear,$65.00 ,700,"$455,000 ","$182,000 ",40%,Online
Amazon,1185732,7/31/23,Southeast,Kentucky,Louisville,Women's Apparel,$50.00 ,275,"$137,500 ","$55,000 ",40%,Online
Foot Locker,1128299,7/31/23,West,Wyoming,Cheyenne,Men's Apparel,$45.00 ,150,"$67,500 ","$27,000 ",40%,In-store
West Gear,1185732,7/31/23,Midwest,Ohio,Columbus,Women's Street Footwear,$59.00 ,161,"$9,499 ","$4,939 ",52%,Online
West Gear,1185732,7/31/23,West,Utah,Salt Lake City,Women's Street Footwear,$19.00 ,157,"$2,983 ","$1,163 ",39%,Outlet
Sports Direct,1197831,7/31/23,South,Alabama,Birmingham,Women's Street Footwear,$45.00 ,650,"$292,500 ","$131,625 ",45%,Outlet
West Gear,1197831,7/31/23,South,Arkansas,Little Rock,Women's Street Footwear,$19.00 ,102,"$1,938 ",$833 ,43%,Outlet
Amazon,1185732,7/31/23,Northeast,New Hampshire,Manchester,Men's Street Footwear,$60.00 ,196,"$11,760 ","$5,998 ",51%,Online
Kohl's,1185732,7/31/23,West,Wyoming,Cheyenne,Women's Street Footwear,$45.00 ,500,"$225,000 ","$78,750 ",35%,In-store
Foot Locker,1197831,7/31/23,Midwest,Kansas,Wichita,Women's Street Footwear,$23.00 ,55,"$1,265 ",$633 ,50%,Online
Sports Direct,1185732,7/31/23,Midwest,Michigan,Detroit,Men's Athletic Footwear,$46.00 ,176,"$8,096 ","$4,291 ",53%,Online
West Gear,1128299,7/31/23,South,Louisiana,New Orleans,Men's Athletic Footwear,$40.00 ,128,"$5,120 ","$2,253 ",44%,Outlet
Foot Locker,1185732,7/31/23,Midwest,Illinois,Chicago,Women's Athletic Footwear,$49.00 ,54,"$2,646 ","$1,402 ",53%,Online
Amazon,1185732,7/31/23,West,Alaska,Anchorage,Women's Apparel,$67.00 ,104,"$6,968 ","$2,927 ",42%,Online
Foot Locker,1185732,8/1/23,Midwest,North Dakota,Fargo,Men's Street Footwear,$50.00 ,400,"$200,000 ","$70,000 ",35%,In-store
Foot Locker,1128299,8/1/23,West,Alaska,Anchorage,Women's Street Footwear,$45.00 ,375,"$168,750 ","$42,188 ",25%,Outlet
Foot Locker,1185732,8/1/23,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$46.00 ,54,"$2,484 ",$969 ,39%,Outlet
Kohl's,1197831,8/1/23,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$17.00 ,75,"$1,275 ",$523 ,41%,Outlet
Walmart,1197831,8/1/23,South,Arkansas,Little Rock,Women's Street Footwear,$47.00 ,126,"$5,922 ","$3,079 ",52%,Online
West Gear,1185732,8/1/23,West,Utah,Salt Lake City,Men's Athletic Footwear,$29.00 ,101,"$2,929 ","$1,435 ",49%,Online
Sports Direct,1185732,8/1/23,Southeast,Virginia,Richmond,Men's Street Footwear,$23.00 ,233,"$5,359 ","$2,787 ",52%,Outlet
Foot Locker,1185732,8/1/23,Midwest,Illinois,Chicago,Men's Apparel,$55.00 ,175,"$96,250 ","$33,688 ",35%,Outlet
Sports Direct,1197831,8/1/23,South,Alabama,Birmingham,Women's Athletic Footwear,$44.00 ,173,"$7,612 ","$5,633 ",74%,Online
West Gear,1185732,8/1/23,Northeast,New York,Albany,Men's Athletic Footwear,$50.00 ,625,"$312,500 ","$109,375 ",35%,In-store
West Gear,1128299,8/1/23,South,Louisiana,New Orleans,Men's Apparel,$48.00 ,51,"$2,448 ","$1,469 ",60%,Online
Kohl's,1197831,8/1/23,South,Oklahoma,Oklahoma City,Women's Apparel,$51.00 ,128,"$6,528 ","$2,807 ",43%,Outlet
Sports Direct,1197831,8/1/23,South,Alabama,Birmingham,Women's Athletic Footwear,$31.00 ,210,"$6,510 ","$3,906 ",60%,Outlet
Foot Locker,1185732,8/1/23,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$65.00 ,81,"$5,265 ","$2,211 ",42%,Online
West Gear,1128299,8/1/23,West,California,San Francisco,Men's Street Footwear,$55.00 ,925,"$508,750 ","$152,625 ",30%,Outlet
Amazon,1185732,8/1/23,Northeast,Maine,Portland,Women's Street Footwear,$52.00 ,68,"$3,536 ","$1,768 ",50%,Online
Sports Direct,1185732,8/1/23,Midwest,Michigan,Detroit,Men's Apparel,$54.00 ,143,"$7,722 ","$3,938 ",51%,Online
Sports Direct,1185732,8/1/23,Midwest,Michigan,Detroit,Men's Street Footwear,$57.00 ,225,"$12,825 ","$7,695 ",60%,Online
Sports Direct,1185732,8/1/23,Midwest,Michigan,Detroit,Women's Street Footwear,$25.00 ,124,"$3,100 ","$1,240 ",40%,Online
Kohl's,1197831,8/1/23,South,Oklahoma,Oklahoma City,Women's Apparel,$75.00 ,425,"$318,750 ","$127,500 ",40%,Online
Sports Direct,1197831,8/1/23,South,Texas,Dallas,Men's Apparel,$39.00 ,184,"$7,176 ","$2,727 ",38%,Outlet
Kohl's,1197831,8/1/23,South,Oklahoma,Oklahoma City,Women's Street Footwear,$23.00 ,74,"$1,702 ",$919 ,54%,Online
West Gear,1185732,8/1/23,West,Utah,Salt Lake City,Women's Athletic Footwear,$10.00 ,88,$880 ,$449 ,51%,Online
West Gear,1197831,8/1/23,West,Idaho,Boise,Men's Athletic Footwear,$50.00 ,750,"$375,000 ","$131,250 ",35%,Online
West Gear,1185732,8/1/23,Midwest,Iowa,Des Moines,Men's Street Footwear,$45.00 ,400,"$180,000 ","$54,000 ",30%,In-store
Sports Direct,1185732,8/1/23,Midwest,North Dakota,Fargo,Women's Street Footwear,$27.00 ,51,"$1,377 ",$606 ,44%,Online
Amazon,1185732,8/1/23,Midwest,Ohio,Columbus,Women's Athletic Footwear,$24.00 ,113,"$2,712 ","$1,383 ",51%,Online
Sports Direct,1185732,8/1/23,Southeast,Virginia,Richmond,Women's Street Footwear,$25.00 ,550,"$137,500 ","$41,250 ",30%,In-store
Sports Direct,1185732,8/2/23,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$60.00 ,800,"$480,000 ","$168,000 ",35%,Online
Foot Locker,1185732,8/2/23,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$48.00 ,41,"$1,968 ",$905 ,46%,Online
Foot Locker,1185732,8/2/23,Midwest,Missouri,St. Louis,Women's Street Footwear,$23.00 ,80,"$1,840 ",$902 ,49%,Online
West Gear,1185732,8/2/23,West,Utah,Salt Lake City,Men's Athletic Footwear,$28.00 ,145,"$4,060 ","$1,989 ",49%,Online
Amazon,1185732,8/2/23,Midwest,Ohio,Columbus,Women's Street Footwear,$20.00 ,425,"$85,000 ","$34,000 ",40%,Online
Sports Direct,1185732,8/2/23,Northeast,Connecticut,Hartford,Men's Street Footwear,$40.00 ,520,"$208,000 ","$83,200 ",40%,In-store
Sports Direct,1197831,8/2/23,South,Alabama,Birmingham,Women's Athletic Footwear,$36.00 ,135,"$4,860 ","$3,256 ",67%,Outlet
Foot Locker,1197831,8/2/23,South,Louisiana,New Orleans,Women's Street Footwear,$21.00 ,162,"$3,402 ","$1,259 ",37%,Outlet
Foot Locker,1185732,8/2/23,Midwest,North Dakota,Fargo,Women's Apparel,$60.00 ,65,"$3,900 ","$1,989 ",51%,Online
Kohl's,1128299,8/2/23,West,New Mexico,Albuquerque,Women's Apparel,$72.00 ,140,"$10,080 ","$3,931 ",39%,Online
Amazon,1185732,8/2/23,Midwest,Ohio,Columbus,Men's Street Footwear,$61.00 ,228,"$13,908 ","$6,954 ",50%,Online
West Gear,1185732,8/2/23,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$25.00 ,375,"$93,750 ","$32,813 ",35%,In-store
West Gear,1185732,8/2/23,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$35.00 ,200,"$70,000 ","$28,000 ",40%,In-store
Sports Direct,1185732,8/2/23,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$45.00 ,700,"$315,000 ","$110,250 ",35%,Online
Foot Locker,1185732,8/2/23,Midwest,Kansas,Wichita,Women's Athletic Footwear,$34.00 ,36,"$1,224 ",$490 ,40%,Online
Kohl's,1197831,8/2/23,Midwest,Kansas,Wichita,Women's Apparel,$29.00 ,94,"$2,726 ","$1,336 ",49%,Online
West Gear,1128299,8/2/23,South,Louisiana,New Orleans,Women's Apparel,$80.00 ,248,"$19,840 ","$8,134 ",41%,Outlet
Sports Direct,1197831,8/2/23,South,Tennessee,Knoxville,Women's Athletic Footwear,$32.00 ,196,"$6,272 ","$3,826 ",61%,Outlet
Amazon,1185732,8/2/23,Northeast,Maine,Portland,Women's Apparel,$40.00 ,225,"$90,000 ","$36,000 ",40%,Outlet
West Gear,1185732,8/2/23,Northeast,New York,Albany,Men's Apparel,$52.00 ,149,"$7,748 ","$3,719 ",48%,Online
West Gear,1185732,8/2/23,Midwest,Indiana,Indianapolis,Women's Apparel,$19.00 ,75,"$1,425 ",$727 ,51%,Online
Amazon,1185732,8/2/23,Northeast,Vermont,Burlington,Women's Apparel,$45.00 ,275,"$123,750 ","$49,500 ",40%,In-store
Foot Locker,1185732,8/2/23,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$58.00 ,270,"$15,660 ","$7,673 ",49%,Online
Amazon,1185732,8/2/23,Northeast,Maine,Portland,Women's Apparel,$58.00 ,113,"$6,554 ","$3,539 ",54%,Online
Sports Direct,1185732,8/2/23,Northeast,Massachusetts,Boston,Men's Apparel,$39.00 ,60,"$2,340 ",$655 ,28%,Outlet
Sports Direct,1185732,8/2/23,Midwest,Michigan,Detroit,Men's Apparel,$45.00 ,475,"$213,750 ","$85,500 ",40%,In-store
Foot Locker,1185732,8/2/23,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$14.00 ,28,$392 ,$165 ,42%,Online
Amazon,1185732,8/2/23,Northeast,Vermont,Burlington,Women's Apparel,$65.00 ,400,"$260,000 ","$104,000 ",40%,In-store
Foot Locker,1197831,8/2/23,West,Idaho,Boise,Women's Apparel,$47.00 ,232,"$10,904 ","$6,651 ",61%,Outlet
Foot Locker,1185732,8/3/23,Midwest,Kansas,Wichita,Women's Apparel,$40.00 ,275,"$110,000 ","$44,000 ",40%,Online
Foot Locker,1128299,8/3/23,South,Louisiana,New Orleans,Women's Street Footwear,$75.00 ,600,"$450,000 ","$180,000 ",40%,Online
West Gear,1128299,8/3/23,West,Oregon,Portland,Men's Street Footwear,$51.00 ,225,"$11,475 ","$5,623 ",49%,Online
Sports Direct,1197831,8/3/23,West,Idaho,Boise,Women's Athletic Footwear,$35.00 ,116,"$4,060 ","$2,152 ",53%,Outlet
